"24,25,33,42,57,89 | SS: 68",
"4,45,59,77,78,79 | SS: 1",
"1,9,12,14,58,84 | SS: 7",
"28,33,49,55,59,76 | SS: 85",
"3,9,42,50,56,88 | SS: 46",
"2,6,11,62,70,71 | SS: 58",
"7,15,17,18,26,53 | SS: 29",
"17,20,26,41,45,89 | SS: 48",
"6,11,28,43,56,83 | SS: 1",
"19,21,38,45,51,69 | SS: 9",
"6,9,24,49,78,79 | SS: 18",
"20,40,44,53,66,72 | SS: 44",
"18,34,41,43,46,55 | SS: 5",
"7,21,44,53,59,64 | SS: 12",
"8,28,44,57,85,88 | SS: 33",
"26,30,32,36,44,61 | SS: 56",
"22,39,45,53,74,86 | SS: 77",
"7,9,32,35,40,48 | SS: 32",
"13,18,23,29,58,88 | SS: 2",
"46,58,59,82,88,90 | SS: 86",
"21,33,69,73,81,84 | SS: 43",
"23,27,39,41,52,64 | SS: 59",
"2,38,47,50,55,79 | SS: 41",
"28,42,62,64,79,80 | SS: 61",
"38,58,65,66,72,88 | SS: 40",
"42,45,48,56,68,83 | SS: 4",
"22,25,55,58,82,85 | SS: 85",
"17,36,62,67,70,87 | SS: 6",
"13,18,26,53,54,70 | SS: 54",
"3,14,35,63,73,80 | SS: 42",
"9,25,35,59,76,81 | SS: 14",
"7,52,57,65,83,85 | SS: 16",
"10,11,21,54,73,82 | SS: 58",
"2,23,35,46,47,63 | SS: 55",
"20,22,24,25,48,79 | SS: 80",
"12,13,19,37,64,70 | SS: 8",
"15,35,45,69,82,84 | SS: 29",
"19,28,48,52,82,89 | SS: 37",
"1,13,24,26,29,77 | SS: 6",
"18,22,55,58,62,89 | SS: 10",
"33,46,53,58,73,85 | SS: 26",
"15,25,31,39,82,88 | SS: 4",
"5,24,51,76,77,79 | SS: 63",
"14,26,31,40,58,68 | SS: 45",
"16,37,48,68,84,90 | SS: 12",
"9,16,19,26,28,46 | SS: 16",
"6,9,29,41,50,90 | SS: 32",
"2,13,22,37,48,90 | SS: 78",
"9,10,36,67,76,83 | SS: 76",
"2,5,7,12,23,42 | SS: 9",
"18,22,31,54,71,80 | SS: 43",
"2,11,15,39,84,87 | SS: 1",
"11,12,44,57,77,89 | SS: 41",
"22,23,24,59,63,81 | SS: 82",
"5,10,47,59,66,73 | SS: 21",
"27,29,58,64,67,80 | SS: 73",
"8,44,54,58,59,86 | SS: 50",
"12,29,43,56,60,75 | SS: 59",
"7,8,10,45,49,53 | SS: 49",
"24,27,38,40,56,81 | SS: 3",
"30,59,72,74,77,78 | SS: 27",
"25,32,44,56,77,87 | SS: 44",
"13,31,32,57,60,79 | SS: 10",
"20,27,40,60,61,66 | SS: 69",
"23,35,44,49,66,84 | SS: 75",
"5,16,33,48,57,87 | SS: 5",
"6,29,56,72,82,83 | SS: 24",
"17,41,44,57,73,86 | SS: 68",
"5,10,34,48,56,87 | SS: 40",
"16,26,48,61,63,87 | SS: 17",
"35,44,62,74,82,90 | SS: 19",
"26,36,56,68,73,81 | SS: 5",
"9,19,68,70,71,81 | SS: 37",
"7,36,38,63,73,90 | SS: 67",
"28,30,39,46,68,89 | SS: 3",
"10,13,21,36,66,69 | SS: 46",
"5,7,20,38,57,85 | SS: 8",
"4,7,9,19,55,58 | SS: 40",
"8,17,29,32,65,90 | SS: 37",
"10,21,40,46,79,84 | SS: 62",
"5,22,60,71,74,81 | SS: 31",
"3,15,23,33,46,78 | SS: 5",
"33,36,61,66,83,85 | SS: 81",
"11,38,44,48,56,83 | SS: 90",
"4,18,20,68,72,77 | SS: 41",
"7,25,30,44,47,68 | SS: 4",
"26,54,55,73,86,90 | SS: 19",
"36,45,56,79,81,90 | SS: 44",
"37,38,43,69,79,86 | SS: 53",
"10,11,18,36,47,85 | SS: 6",
"4,17,52,59,67,84 | SS: 13",
"8,13,27,34,47,83 | SS: 22",
"8,26,39,56,78,85 | SS: 3",
"10,41,59,61,65,71 | SS: 37",
"18,28,31,33,55,78 | SS: 8",
"6,34,45,46,59,73 | SS: 56",
"7,31,33,78,86,87 | SS: 88",
"12,32,43,46,58,77 | SS: 1",
"31,40,52,55,62,76 | SS: 44",
"10,19,48,78,85,90 | SS: 42",
"19,25,42,51,55,56 | SS: 75",
"3,32,39,65,75,76 | SS: 57",
"6,20,43,44,46,67 | SS: 52",
"17,21,23,51,65,87 | SS: 48",
"4,24,29,31,39,71 | SS: 14",
"6,9,21,69,77,78 | SS: 80",
"6,33,57,61,80,83 | SS: 18",
"13,33,39,56,65,86 | SS: 75",
"3,28,37,42,67,86 | SS: 79",
"14,17,23,45,87,88 | SS: 14",
"16,24,34,40,41,57 | SS: 89",
"15,21,58,80,82,86 | SS: 64",
"26,48,52,61,75,79 | SS: 73",
"19,35,36,38,45,80 | SS: 5",
"6,28,55,57,78,83 | SS: 16",
"18,21,28,62,84,90 | SS: 48",
"6,11,21,65,66,85 | SS: 18",
"20,24,26,33,42,80 | SS: 34",
"18,46,63,68,73,79 | SS: 59",
"17,22,45,48,53,61 | SS: 65",
"4,11,16,25,34,59 | SS: 84",
"8,17,30,61,78,88 | SS: 15",
"8,30,38,51,62,66 | SS: 2",
"19,25,31,78,83,88 | SS: 86",
"8,54,59,66,86,89 | SS: 4",
"8,30,34,39,42,58 | SS: 1",
"12,17,32,47,74,86 | SS: 23",
"22,27,29,49,69,87 | SS: 86",
"22,42,47,62,70,72 | SS: 68",
"1,21,63,70,79,84 | SS: 24",
"33,41,44,48,68,75 | SS: 8",
"2,20,21,40,45,65 | SS: 19",
"4,26,34,66,67,81 | SS: 26",
"13,18,25,26,35,61 | SS: 56",
"2,26,34,58,80,81 | SS: 42",
"34,53,77,78,83,89 | SS: 83",
"2,27,36,39,53,79 | SS: 44",
"3,7,17,26,55,72 | SS: 89",
"17,25,32,42,71,85 | SS: 45",
"4,17,34,41,66,78 | SS: 64",
"1,4,50,70,71,76 | SS: 10",
"20,30,45,50,76,86 | SS: 1",
"4,14,31,68,70,74 | SS: 10",
"6,7,9,14,17,35 | SS: 87",
"3,18,19,65,81,88 | SS: 74",
"2,4,12,40,50,80 | SS: 89",
"7,28,44,55,57,78 | SS: 77",
"13,30,38,48,50,77 | SS: 64",
"13,18,19,49,78,87 | SS: 22",
"24,30,36,42,71,86 | SS: 26",
"41,50,54,60,75,88 | SS: 26",
"10,14,15,34,75,88 | SS: 79",
"11,24,46,48,68,82 | SS: 69",
"9,17,20,32,35,56 | SS: 19",
"8,9,42,71,78,79 | SS: 21",
"9,32,40,49,52,60 | SS: 89",
"10,26,50,55,62,81 | SS: 65",
"1,32,36,61,78,80 | SS: 85",
"1,37,69,74,77,89 | SS: 35",
"17,25,41,45,57,82 | SS: 38",
"2,17,21,49,69,74 | SS: 6",
"2,4,14,31,43,61 | SS: 42",
"8,11,17,27,62,84 | SS: 20",
"23,32,33,55,84,90 | SS: 5",
"32,41,45,47,78,90 | SS: 1",
"35,36,63,71,75,89 | SS: 90",
"7,9,16,24,32,40 | SS: 40",
"4,6,61,63,65,72 | SS: 9",
"18,34,58,60,64,88 | SS: 80",
"1,6,32,50,51,81 | SS: 27",
"9,14,33,38,46,87 | SS: 79",
"14,15,48,50,74,83 | SS: 50",
"4,16,40,57,71,84 | SS: 84",
"6,25,26,52,86,88 | SS: 80",
"30,41,47,71,79,86 | SS: 78",
"17,21,29,33,43,62 | SS: 75",
"2,19,22,46,51,54 | SS: 10",
"8,31,33,38,66,77 | SS: 61",
"19,22,31,41,54,87 | SS: 47",
"19,56,73,84,85,86 | SS: 80",
"27,29,39,54,59,74 | SS: 25",
"25,28,44,52,87,89 | SS: 9",
"13,25,33,53,75,83 | SS: 59",
"52,54,70,80,82,84 | SS: 82",
"12,36,45,67,77,88 | SS: 6",
"20,23,28,51,65,81 | SS: 68",
"31,39,55,58,85,87 | SS: 70",
"38,46,53,65,77,84 | SS: 63",
"1,28,34,42,49,77 | SS: 42",
"21,54,62,63,82,83 | SS: 25",
"1,19,20,56,60,83 | SS: 46",
"18,20,46,47,55,66 | SS: 38",
"5,30,36,63,84,85 | SS: 48",
"11,44,56,81,83,87 | SS: 6",
"7,22,46,50,55,73 | SS: 64",
"18,22,23,57,60,69 | SS: 6",
"6,8,24,28,36,63 | SS: 73",
"5,38,48,52,81,88 | SS: 2",
"15,20,57,72,76,89 | SS: 22",
"15,26,29,77,81,90 | SS: 48",
"1,17,39,41,56,65 | SS: 42",
"7,20,40,56,60,90 | SS: 51",
"10,38,61,62,74,86 | SS: 70",
"20,26,36,50,51,74 | SS: 60",
"3,9,28,42,50,79 | SS: 27",
"5,8,17,41,46,87 | SS: 57",
"11,17,48,52,70,90 | SS: 43",
"13,18,35,43,51,66 | SS: 27",
"2,12,32,57,61,81 | SS: 75",
"4,5,8,14,32,49 | SS: 1",
"24,45,50,60,63,87 | SS: 80",
"2,6,15,39,80,83 | SS: 48",
"13,24,51,68,77,81 | SS: 69",
"19,38,40,56,65,80 | SS: 1",
"7,21,31,39,46,69 | SS: 50",
"10,24,36,63,77,89 | SS: 39",
"11,26,46,56,58,78 | SS: 71",
"17,27,45,53,71,74 | SS: 59",
"2,30,49,66,74,80 | SS: 29",
"2,10,27,34,38,40 | SS: 46",
"12,26,30,51,57,89 | SS: 53",
"29,32,33,49,54,85 | SS: 44",
"2,14,58,74,80,82 | SS: 10",
"14,33,52,67,71,81 | SS: 35",
"19,22,28,48,49,85 | SS: 52",
"15,20,25,30,45,55 | SS: 24",
"8,16,29,49,56,62 | SS: 13",
"6,8,68,77,80,86 | SS: 39",
"8,27,32,51,52,89 | SS: 24",
"9,16,18,22,65,71 | SS: 50",
"29,37,52,67,80,82 | SS: 81",
"2,4,17,19,38,56 | SS: 23",
"1,12,65,67,76,86 | SS: 8",
"18,41,51,56,72,76 | SS: 61",
"17,31,32,43,59,71 | SS: 50",
"14,24,26,57,67,89 | SS: 5",
"28,43,67,68,72,79 | SS: 60",
"29,55,65,71,73,77 | SS: 2",
"17,28,63,78,84,88 | SS: 39",
"2,24,65,75,81,88 | SS: 79",
"12,23,28,32,42,85 | SS: 62",
"38,42,45,59,66,87 | SS: 26",
"2,5,12,33,54,59 | SS: 89",
"34,50,55,72,79,89 | SS: 3",
"1,2,6,42,67,83 | SS: 11",
"8,12,23,58,86,89 | SS: 36",
"14,30,61,86,88,90 | SS: 60",
"1,15,30,50,54,62 | SS: 82",
"10,11,15,33,79,83 | SS: 27",
"38,49,51,59,77,90 | SS: 10",
"10,11,24,30,48,63 | SS: 41",
"22,38,47,51,61,85 | SS: 48",
"14,29,58,72,75,85 | SS: 77",
"7,20,25,32,75,90 | SS: 84",
"3,32,34,36,82,87 | SS: 1",
"25,26,49,54,55,66 | SS: 50",
"10,25,52,54,59,84 | SS: 52",
"11,19,56,72,73,75 | SS: 68",
"1,10,19,44,68,74 | SS: 81",
"15,39,54,62,71,74 | SS: 30",
"9,11,20,35,66,68 | SS: 68",
"14,16,45,47,48,86 | SS: 45",
"1,32,34,58,64,86 | SS: 58",
"3,5,12,17,44,51 | SS: 39",
"8,18,33,41,62,71 | SS: 42",
"8,10,18,64,85,87 | SS: 40",
"3,54,56,57,75,90 | SS: 62",
"24,29,45,63,65,70 | SS: 59",
"9,14,61,76,80,83 | SS: 52",
"27,30,34,40,52,68 | SS: 51",
"25,31,33,42,58,86 | SS: 43",
"18,19,29,47,59,68 | SS: 53",
"24,25,45,51,52,63 | SS: 5",
"4,30,31,45,49,85 | SS: 67",
"17,18,25,43,66,87 | SS: 57",
"11,14,44,54,85,87 | SS: 46",
"5,23,44,59,60,83 | SS: 42",
"30,31,32,34,50,51 | SS: 24",
"8,9,22,43,50,56 | SS: 39",
"22,26,43,50,59,65 | SS: 35",
"1,4,32,59,70,86 | SS: 40",
"12,34,44,45,53,68 | SS: 82",
"1,41,59,63,81,85 | SS: 30",
"38,56,61,67,72,82 | SS: 60",
"26,37,43,67,75,78 | SS: 67",
"4,10,28,29,48,52 | SS: 80",
"19,27,35,56,60,89 | SS: 45",
"1,30,42,61,76,88 | SS: 52",
"4,13,15,18,72,76 | SS: 8",
"29,37,38,61,63,85 | SS: 48",
"15,22,26,45,48,82 | SS: 70",
"34,54,57,84,89,90 | SS: 48",
"25,37,40,61,65,77 | SS: 32",
"23,34,58,61,71,77 | SS: 18",
"12,27,34,76,77,85 | SS: 52",
"31,65,78,85,89,90 | SS: 80",
"2,25,43,72,87,89 | SS: 47",
"9,12,18,63,64,73 | SS: 76",
"8,39,59,65,82,83 | SS: 60",
"10,29,35,44,49,65 | SS: 57",
"4,28,48,67,68,84 | SS: 23",
"16,28,40,43,57,61 | SS: 5",
"1,32,37,54,66,81 | SS: 47",
"6,9,17,47,66,86 | SS: 49",
"4,18,43,60,69,85 | SS: 63",
"4,29,35,46,82,85 | SS: 41",
"7,30,34,61,84,88 | SS: 27",
"6,12,47,51,60,79 | SS: 67",
"9,13,16,49,64,65 | SS: 81",
"9,22,48,66,68,83 | SS: 48",
"14,18,30,48,53,86 | SS: 31",
"2,4,10,59,68,88 | SS: 31",
"45,46,48,52,77,78 | SS: 36",
"4,11,34,49,55,83 | SS: 14",
"3,16,22,31,45,56 | SS: 12",
"36,41,55,81,83,85 | SS: 7",
"11,40,41,44,67,70 | SS: 90",
"18,19,57,74,80,82 | SS: 89",
"47,49,67,80,84,85 | SS: 26",
"2,12,26,52,59,80 | SS: 4",
"18,25,37,47,62,87 | SS: 51",
"11,12,17,53,71,76 | SS: 62",
"4,34,39,60,61,77 | SS: 58",
"4,7,36,72,78,81 | SS: 40",
"24,44,48,61,73,87 | SS: 24",
"2,43,65,66,67,90 | SS: 27",
"1,6,45,48,64,78 | SS: 32",
"4,40,54,65,83,85 | SS: 82",
"3,12,23,71,76,83 | SS: 35",
"1,7,13,17,40,49 | SS: 46",
"3,14,18,25,47,75 | SS: 13",
"21,35,56,66,68,79 | SS: 77",
"21,22,26,35,47,85 | SS: 83",
"31,32,60,75,81,84 | SS: 24",
"26,41,50,55,69,86 | SS: 50",
"9,12,20,22,75,90 | SS: 44",
"9,18,25,31,78,81 | SS: 85",
"2,20,23,41,44,59 | SS: 38",
"28,29,37,43,51,78 | SS: 44",
"8,21,44,77,80,86 | SS: 51",
"53,68,75,79,82,84 | SS: 27",
"41,42,44,47,68,69 | SS: 5",
"5,24,35,49,62,77 | SS: 81",
"11,20,31,56,63,72 | SS: 48",
"2,10,15,26,68,71 | SS: 47",
"24,51,56,64,65,73 | SS: 1",
"54,65,66,68,70,85 | SS: 29",
"6,39,52,65,68,86 | SS: 66",
"17,21,35,48,60,76 | SS: 80",
"9,30,31,53,67,86 | SS: 74",
"7,15,31,39,41,45 | SS: 14",
"10,11,29,47,58,73 | SS: 69",
"14,23,24,44,77,86 | SS: 56",
"1,19,21,32,48,86 | SS: 5",
"13,25,30,57,58,64 | SS: 75",
"31,33,38,58,76,85 | SS: 37",
"12,14,18,22,28,33 | SS: 16",
"9,12,27,32,45,77 | SS: 64",
"1,7,21,27,39,78 | SS: 18",
"2,8,62,79,81,88 | SS: 35",
"1,9,22,25,58,84 | SS: 46",
"14,16,30,34,52,73 | SS: 44",
"12,17,24,45,67,84 | SS: 64",
"16,44,49,57,60,81 | SS: 78",
"32,51,74,79,80,81 | SS: 3",
"6,55,63,68,76,80 | SS: 21",
"63,67,74,77,83,85 | SS: 69",
"43,48,49,51,60,75 | SS: 70",
"9,13,15,51,73,74 | SS: 14",
"14,15,16,43,49,77 | SS: 86",
"11,27,56,57,64,66 | SS: 82",
"13,18,34,51,62,81 | SS: 67",
"2,21,38,74,79,83 | SS: 4",
"18,25,35,38,45,75 | SS: 44",
"6,9,11,32,63,83 | SS: 80",
"9,14,19,35,48,65 | SS: 65",
"13,17,26,33,60,78 | SS: 30",
"7,13,24,36,37,86 | SS: 61",
"4,22,36,60,66,90 | SS: 49",
"9,11,21,37,86,90 | SS: 12",
"11,17,40,69,84,85 | SS: 62",
"19,22,44,45,71,76 | SS: 87",
"34,37,52,58,65,89 | SS: 28",
"2,11,26,51,64,87 | SS: 37",
"8,19,28,33,71,89 | SS: 85",
"4,17,39,40,50,58 | SS: 52",
"3,6,46,48,63,76 | SS: 71",
"16,21,53,74,79,80 | SS: 10",
"16,21,31,62,69,85 | SS: 28",
"14,41,60,74,79,80 | SS: 79",
"32,35,58,63,76,79 | SS: 53",
"25,39,48,74,86,89 | SS: 18",
"3,50,60,64,85,86 | SS: 76",
"3,6,20,54,72,90 | SS: 71",
"5,16,40,70,74,76 | SS: 69",
"8,46,68,70,76,86 | SS: 66",
"3,16,29,34,37,57 | SS: 41",
"15,16,21,24,53,89 | SS: 15",
"4,6,27,76,80,86 | SS: 43",
"5,57,59,69,81,86 | SS: 83",
"16,24,56,69,85,87 | SS: 82",
"6,20,35,36,55,59 | SS: 31",
"18,29,52,74,76,88 | SS: 63",
"3,14,52,67,72,82 | SS: 20",
"1,4,9,10,36,79 | SS: 83",
"8,17,28,35,74,82 | SS: 61",
"8,27,54,62,82,83 | SS: 4",
"8,14,25,41,79,84 | SS: 70",
"28,43,59,60,78,80 | SS: 26",
"15,20,33,39,65,75 | SS: 71",
"57,60,73,77,82,86 | SS: 51",
"3,25,63,70,75,78 | SS: 13",
"19,37,45,51,82,83 | SS: 29",
"4,15,21,22,44,77 | SS: 84",
"29,38,75,79,80,90 | SS: 5",
"1,19,47,61,70,87 | SS: 60",
"6,37,46,53,73,78 | SS: 84",
"10,18,23,34,61,75 | SS: 79",
"10,33,40,42,46,77 | SS: 30",
"16,34,57,64,65,78 | SS: 47",
"21,26,35,59,66,70 | SS: 90",
"7,15,27,37,56,58 | SS: 18",
"2,22,36,77,83,90 | SS: 64",
"7,12,26,46,56,70 | SS: 18",
"11,28,32,48,54,59 | SS: 19",
"19,54,56,57,67,69 | SS: 79",
"41,50,69,71,77,81 | SS: 49",
"6,24,28,32,78,83 | SS: 66",
"45,48,71,75,80,83 | SS: 17",
"38,46,54,76,82,86 | SS: 12",
"9,18,24,42,59,71 | SS: 4",
"2,18,20,23,30,75 | SS: 41",
"9,14,62,64,78,82 | SS: 41",
"16,19,38,40,58,79 | SS: 50",
"15,20,45,59,81,85 | SS: 80",
"21,37,58,75,81,85 | SS: 11",
"36,37,46,48,51,74 | SS: 19",
"6,8,32,54,80,82 | SS: 62",
"6,12,38,42,49,83 | SS: 42",
"2,11,26,62,74,78 | SS: 63",
"27,37,44,47,73,86 | SS: 50",
"17,34,42,47,75,85 | SS: 36",
"22,32,45,60,61,80 | SS: 46",
"6,22,26,33,51,88 | SS: 87",
"4,29,30,47,52,59 | SS: 73",
"5,15,52,60,77,84 | SS: 10",
"5,11,58,75,78,81 | SS: 21",
"1,8,28,54,82,90 | SS: 25",
"20,25,39,49,69,71 | SS: 71",
"14,19,50,69,75,90 | SS: 18",
"17,24,33,41,63,66 | SS: 62",
"3,5,24,41,48,80 | SS: 30",
"6,17,32,40,44,67 | SS: 30",
"34,44,46,47,64,88 | SS: 83",
"22,28,46,52,69,86 | SS: 47",
"18,29,34,47,48,60 | SS: 45",
"34,46,50,52,67,86 | SS: 23",
"40,45,54,72,85,88 | SS: 79",
"28,29,36,54,55,68 | SS: 53",
"21,23,54,73,84,88 | SS: 1",
"5,29,32,33,72,89 | SS: 26",
"2,49,57,60,71,77 | SS: 11",
"7,12,66,68,73,76 | SS: 44",
"11,29,64,68,70,85 | SS: 17",
"29,39,49,56,83,85 | SS: 73",
"7,10,25,26,37,68 | SS: 4",
"18,25,29,30,33,69 | SS: 89",
"22,35,36,55,63,86 | SS: 3",
"38,45,46,55,65,73 | SS: 64",
"13,16,27,48,67,77 | SS: 45",
"8,46,48,69,72,81 | SS: 23",
"13,18,19,46,58,60 | SS: 10",
"6,15,39,68,80,89 | SS: 50",
"7,12,21,22,39,90 | SS: 45",
"6,21,38,48,79,90 | SS: 23",
"14,33,48,61,65,80 | SS: 79",
"14,17,35,37,55,83 | SS: 55",
"4,26,52,65,66,72 | SS: 87",
"9,16,19,35,41,59 | SS: 72",
"2,13,50,75,85,90 | SS: 1",
"10,17,30,55,62,78 | SS: 6",
"16,17,58,66,71,72 | SS: 57",
"21,22,31,32,33,81 | SS: 4",
"6,45,47,61,74,80 | SS: 61",
"14,38,43,57,65,72 | SS: 51",
"7,11,17,28,32,79 | SS: 41",
"19,24,35,69,80,89 | SS: 89",
"11,31,46,48,65,68 | SS: 76",
"6,7,8,38,45,78 | SS: 55",
"2,6,34,69,77,86 | SS: 12",
"8,12,41,42,46,51 | SS: 73",
"16,31,33,51,75,80 | SS: 74",
"1,11,40,45,46,57 | SS: 59",
"2,12,16,26,51,73 | SS: 32",
"3,16,24,27,44,88 | SS: 1",
"32,40,41,47,56,72 | SS: 59",
"14,38,40,51,53,64 | SS: 36",
"16,20,22,42,54,62 | SS: 6",
"27,28,48,61,87,88 | SS: 80",
"5,17,19,33,43,63 | SS: 3",
"4,12,25,27,35,69 | SS: 78",
"10,34,45,63,81,83 | SS: 88",
"14,15,65,68,82,85 | SS: 88",
"21,24,48,51,60,82 | SS: 34",
"2,30,44,52,58,69 | SS: 64",
"25,33,39,59,72,74 | SS: 69",
"3,7,53,65,66,73 | SS: 65",
"24,55,71,73,85,90 | SS: 41",
"22,39,43,65,77,89 | SS: 49",
"12,25,50,59,67,88 | SS: 22",
"35,39,48,71,88,89 | SS: 4",
"10,28,33,43,50,80 | SS: 21",
"6,17,23,46,52,53 | SS: 52",
"1,19,26,44,61,89 | SS: 64",
"5,19,28,43,58,82 | SS: 18",
"15,18,24,33,48,64 | SS: 31",
"8,69,70,84,88,90 | SS: 60",
"3,25,28,37,71,82 | SS: 36",
"2,10,41,49,56,71 | SS: 33",
"9,29,51,53,74,76 | SS: 12",
"29,43,46,50,85,86 | SS: 68",
"27,48,50,74,76,84 | SS: 61",
"2,5,24,32,47,62 | SS: 7",
"15,38,48,52,66,71 | SS: 7",
"5,24,68,72,78,85 | SS: 12",
"22,39,47,49,77,89 | SS: 49",
"20,45,51,63,85,89 | SS: 48",
"1,8,19,28,34,87 | SS: 11",
"4,8,16,35,36,74 | SS: 35",
"24,25,30,43,47,90 | SS: 83",
"7,31,35,57,88,89 | SS: 65",
"3,11,38,53,70,71 | SS: 24",
"5,17,34,40,78,82 | SS: 78",
"5,17,37,40,55,79 | SS: 66",
"17,25,52,55,67,75 | SS: 57",
"9,40,45,70,76,81 | SS: 28",
"10,44,48,62,68,83 | SS: 68",
"48,56,66,83,86,89 | SS: 67",
"9,23,57,72,77,82 | SS: 32",
"2,19,62,74,81,83 | SS: 39",
"12,36,45,46,67,75 | SS: 86",
"22,50,52,65,66,89 | SS: 69",
"11,15,42,64,82,84 | SS: 78",
"19,33,42,65,78,85 | SS: 51",
"2,13,17,31,45,69 | SS: 78",
"7,35,52,85,88,90 | SS: 87",
"9,20,33,43,44,48 | SS: 55",
"20,23,29,37,39,72 | SS: 59",
"2,24,42,62,66,81 | SS: 47",
"10,16,35,63,73,83 | SS: 66",
"11,15,32,35,52,56 | SS: 9",
"1,6,7,9,45,79 | SS: 17",
"30,45,47,49,71,90 | SS: 82",
"7,27,55,63,73,77 | SS: 37",
"3,20,47,55,81,83 | SS: 85",
"27,35,46,68,72,82 | SS: 3",
"8,28,34,38,47,54 | SS: 21",
"1,10,31,44,58,80 | SS: 42",
"12,23,39,54,72,73 | SS: 75",
"5,17,20,44,62,80 | SS: 22",
"11,43,68,72,79,85 | SS: 51",
"31,41,44,67,75,82 | SS: 5",
"44,52,64,66,67,71 | SS: 82",
"2,25,41,42,74,87 | SS: 54",
"6,10,26,47,60,75 | SS: 29",
"9,19,31,39,77,82 | SS: 15",
"6,14,19,59,79,81 | SS: 44",
"17,18,41,57,58,75 | SS: 52",
"41,62,77,79,81,84 | SS: 55",
"29,49,50,56,64,78 | SS: 51",
"3,10,38,52,65,71 | SS: 49",
"16,33,34,74,79,80 | SS: 73",
"40,51,55,56,74,81 | SS: 63",
"12,13,19,37,62,72 | SS: 54",
"1,27,31,58,83,87 | SS: 51",
"20,27,32,55,69,90 | SS: 58",
"19,28,42,49,68,83 | SS: 67",
"9,57,64,66,69,86 | SS: 82",
"45,56,66,74,77,88 | SS: 65",
"6,10,11,21,71,75 | SS: 14",
"33,39,47,64,67,76 | SS: 51",
"13,32,41,51,61,86 | SS: 77",
"1,12,31,33,44,50 | SS: 7",
"5,37,51,65,79,81 | SS: 49",
"2,9,15,22,47,65 | SS: 78",
"1,7,25,40,68,75 | SS: 89",
"6,11,37,42,58,62 | SS: 23",
"4,17,29,55,67,70 | SS: 49",
"2,6,37,39,51,86 | SS: 32",
"28,36,55,76,81,89 | SS: 28",
"9,13,23,32,45,54 | SS: 8",
"28,33,38,41,66,72 | SS: 3",
"11,19,27,41,61,83 | SS: 13",
"3,51,55,64,77,79 | SS: 1",
"27,41,50,60,63,81 | SS: 77",
"3,13,18,24,74,89 | SS: 40",
"2,9,14,19,27,77 | SS: 41",
"30,35,44,60,72,76 | SS: 46",
"11,38,47,71,76,77 | SS: 52",
"22,36,38,56,59,67 | SS: 83",
"7,29,37,43,72,79 | SS: 37",
"21,34,53,72,80,84 | SS: 76",
"10,19,47,67,68,75 | SS: 71",
"23,32,49,53,61,85 | SS: 51",
"5,6,41,44,65,74 | SS: 20",
"23,39,53,56,64,84 | SS: 90",
"11,18,21,23,55,66 | SS: 86",
"31,32,46,54,73,90 | SS: 2",
"14,57,73,79,82,84 | SS: 42",
"21,43,45,57,67,83 | SS: 83",
"2,10,12,21,22,50 | SS: 36",
"7,14,27,66,70,81 | SS: 59",
"2,16,30,39,51,79 | SS: 80",
"14,23,32,34,40,80 | SS: 22",
"42,44,54,68,69,81 | SS: 82",
"1,26,39,43,73,89 | SS: 17",
"16,28,29,55,63,69 | SS: 46",
"1,4,19,23,55,68 | SS: 13",
"18,25,47,51,70,83 | SS: 7",
"2,23,34,52,76,87 | SS: 86",
"7,25,32,39,59,86 | SS: 81",
"59,61,63,65,71,84 | SS: 23",
"16,23,29,49,57,76 | SS: 77",
"3,26,34,61,84,87 | SS: 89",
"2,24,31,42,47,55 | SS: 34",
"15,18,56,67,72,74 | SS: 5",
"12,16,29,45,82,85 | SS: 4",
"17,24,57,64,70,89 | SS: 27",
"21,37,46,56,65,77 | SS: 80",
"34,54,77,80,81,87 | SS: 70",
"3,7,18,47,64,82 | SS: 84",
"15,30,72,79,86,90 | SS: 76",
"27,28,33,75,77,78 | SS: 33",
"10,36,49,53,77,85 | SS: 52",
"20,23,39,50,62,68 | SS: 46",
"14,36,39,46,55,59 | SS: 80",
"8,13,25,50,65,72 | SS: 19",
"16,23,50,73,80,88 | SS: 63",
"4,14,27,38,89,90 | SS: 82",
"6,30,49,56,64,81 | SS: 21",
"10,21,24,26,29,89 | SS: 10",
"3,12,35,51,59,80 | SS: 22",
"38,40,43,59,67,72 | SS: 31",
"23,35,40,79,86,87 | SS: 85",
"8,36,39,40,48,50 | SS: 50",
"4,16,24,42,51,84 | SS: 10",
"11,15,20,27,45,59 | SS: 85",
"9,15,20,46,50,84 | SS: 50",
"7,15,22,31,46,50 | SS: 26",
"6,12,34,36,40,66 | SS: 77",
"3,5,38,53,54,82 | SS: 4",
"3,9,43,48,61,83 | SS: 4",
"15,24,28,34,56,73 | SS: 32",
"30,38,63,68,77,80 | SS: 11",
"6,12,15,30,31,89 | SS: 85",
"6,22,27,36,62,76 | SS: 35",
"7,16,33,54,80,84 | SS: 74",
"6,31,37,47,71,78 | SS: 25",
"10,30,44,45,47,49 | SS: 74",
"7,37,52,73,87,88 | SS: 66",
"6,17,32,38,47,90 | SS: 15",
"7,9,12,21,30,41 | SS: 19",
"5,23,36,42,47,79 | SS: 32",
"39,61,68,69,70,86 | SS: 2",
"11,49,58,71,76,89 | SS: 24",
"4,14,16,51,64,88 | SS: 69",
